plate,part,posX,posY,rotation
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\connector_cover_b_x1_Rev1.stl,206,33.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\a_drive_frame_upper_x1_Rev1.STL,67,97.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_mirror_b_x2_Rev1.STL,189,103.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Misc\spool_holder_x1_Rev1.stl,76.5,123.5,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_x2_Rev1.STL,132,150,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Front_Idlers\front_idler_b_upper_x1_Rev1.STL,29.5,148.5,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\left_xy_joint_bottom_Rev1.STL,198.5,176,180
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\x_carriage_frame_lhs_x1_Rev1.STL,50.5,188,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_mirror_a_x2_Rev1.STL,128.5,198.5,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\X_Carriage\Toolhead\4010_v6_+_mosquito_cooling_fan_duct_right_x1_Rev1.STL,213,202,90
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\XY_Joints\xy_joint_microswitch_endstop_board_cover_x1_Rev1.STL,61,212,0
2,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\right_side_plate_a_rev1.stl,76.5,43.5,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_top_x4_Rev1.STL,42,24.5,270
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Z_Bearing_Blocks\z_bearing_block_bottom_x4_Rev1.STL,106,105.5,270
2,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\right_side_plate_b_rev1.stl,22,59,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Tools\rail_installation_guide_offset_x2_Rev1.stl,132,151.5,0
2,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\meanwell_lrs_bracket_b_x1_Rev2.stl,157,210.5,0
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\Z_Idlers\9mm_z_idler_frame_x2_Rev1.STL,42,24,0
3,D:\Voron\Mobius-Extruder\STLs\VORON_Mobius3dot1_Extruder\base_rev1.stl,126,32,270
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Front_Idlers\front_idler_a_lower_x1_Rev1.STL,196,23.5,0
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_mirror_b_x2_Rev1.STL,49.5,85,270
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\AB_Drive\b_drive_frame_lower_x1_Rev1.STL,173,86,180
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_mirror_a_x2_Rev1.STL,78.5,138.5,0
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_b_x2_Rev1.STL,160,150.5,90
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Electronics_Mounting\meanwell_rs_25_##_mounting_bracket_x1_Rev1.STL,21.5,170,0
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Gantry\Front_Idlers\front_idler_a_upper_x1_Rev1.STL,72,184.5,180
3,D:\Voron\Legacy\Voron-2.2\STLs\VORON2.2\Z_Drive\HD_Z_Drive\frame_a_x2_Rev1.STL,134.5,204.5,0
